video,caption
B0651.46,A bird is seen flying over a forest in the video.
B1050.48,A dog is seen running through the woods in the video.
B0965.11,A monkey is seen climbing up a tree in the video.
B1038.57,The elephant in the video is seen walking through the forest.
B0640.15,A deer is seen walking through the grass in the video.
B0418.3,A white dog is seen running through the woods in the video.
B0665.41,A lion is seen walking through the grass in the video.
B0658.11,A deer is seen walking through the woods in the video.
B0064.14,A deer is seen walking through the woods in the video.
B0864.15,A turtle is seen swimming in the water in the video.
B0832.8,A group of ducks are swimming in a river.
B0660.62,A bird is seen flying over a forest in the video.
B0767.28,A bear is seen walking through the grass in the video.
B0031.10,A dog is seen walking through a field of grass.
B0988.1,A group of bears are seen walking through the woods in the video.
B0778.49,A monkey is seen walking on the ground in the woods.
B1035.29,"A large rock is shown in the video, and a small bird is seen flying in the air."
B0806.5,A squirrel is seen running across the ground in the video.
B0997.52,A dog is seen walking on a rock in the video.
B0776.16,A gorilla is seen walking through a forest in the video.
B0484.2,A giraffe is seen walking on a dirt road in the video.
B0759.4,A squirrel is seen climbing up a tree in the video.
B0672.24,A deer is seen walking through the woods in the video.
B0707.34,A large elephant is seen walking through a forest with a long trunk.
B0742.28,A bird is seen perched on a tree branch in the video.
B0694.52,A lion is seen walking through a field of trees.
B0665.8,A lion is seen walking through the grass in the video.
B0813.46,A group of gorillas are seen standing in a forest.
B0798.4,A deer is seen grazing on the ground in the video.
B0502.5,A gorilla is seen climbing up a rock face in the video.
B0680.53,A bear is seen walking through the woods in the video.
B0664.25,A giraffe is seen walking through a field of trees.
B0662.20,A bear is seen walking through the woods and looking at the camera.
B0786.64,A group of elephants are seen walking through the forest.
B0714.26,A monkey is seen climbing up a tree in the video.
B0687.19,A gorilla is seen walking through the forest in the video.
B1054.47,A small white animal is seen walking on the ground in the video.
B0864.10,A group of birds are seen flying over a rocky terrain.
B1034.20,A small bird is seen perched on a rock in the video.
B0913.7,A bear is seen walking through a rocky area in the video.
B0459.12,A small animal is seen walking across the dirt in the video.
B0762.57,A giraffe is seen eating leaves from a tree in the video.
B0920.22,A deer is seen walking through the woods in the video.
B0223.2,A group of kangaroos are seen walking in the desert.
B0749.3,A deer is seen walking through the grass in the video.
B0646.20,A group of monkeys are seen sitting on the ground in a forest.
B1066.2,A bear is seen walking on a rock and then turns around and walks back.
B0722.28,A monkey is seen sitting on a tree branch in the video.
B0712.36,A lion is seen walking through the trees in the video.
B0770.55,A gorilla is seen sitting on the ground in the wild.
B0996.42,A group of elephants are seen walking through a rocky terrain.
B0843.8,A small lizard is seen on a rock in the video.
B0944.23,A bird is seen flying over a rocky area in the video.
B0717.37,A baboon is seen sitting on the ground in the wild.
B1013.2,A group of animals are seen walking in a line.
B0682.54,A deer is seen walking through the woods in the video.
B0486.2,A dog is seen walking on a dirt road in the video.
B0819.9,A bird is seen flying over a river in the video.
B0737.11,A gorilla is seen walking through a forest and looking at the camera.
B0938.23,A small animal is seen walking on the ground in the video.
B0330.3,A cow is seen grazing in a field of dirt and rocks.
B0797.48,A small animal is seen walking through the grass in the video.
B0685.39,A bird is seen flying over a forest in the video.
B0645.2,A monkey is seen walking on a tree branch in the video.
B0846.5,A small bird is seen flying over a forest in the video.
B0353.1,A small animal is seen walking across a desert landscape.
B1015.57,A black bear is seen walking through the woods in the video.
B0891.12,A bird is seen flying over a rocky area in the video.
B0849.25,A fish swims through the water and then swims back.
B0500.1,A monkey is seen walking on the ground in the video.
B0924.9,Two kangaroos are seen standing on a rocky hillside.
B0631.2,A dog is seen running through the woods in the video.
B0761.19,A gorilla is seen walking through the forest and then turns around to look at the camera.
B0658.38,A small animal is seen walking through the grass in the video.
B1017.21,A dog is seen running through the woods in the video.
B0903.31,A bird is seen flying over a rocky terrain in the video.
B0727.5,A bird is seen flying over a field of grass.
B0672.56,A deer is seen walking through the woods in the video.
B0237.8,A group of animals are seen walking in the desert.
B0129.2,A deer is seen walking through the grass in the video.
B0976.22,A bear is seen walking through the woods in the video.
B0897.18,A bear is seen walking across a river in the video.
B0806.33,A monkey is seen walking through the trees in the video.
B0380.3,A dog is seen walking on the ground in the video.
B1040.22,A deer is seen walking through the woods in the video.
B0378.5,A small animal is seen walking on the ground in the video.
B1002.3,A group of bears are seen walking through the woods in the video.
B0636.17,A bird is seen flying in the air with its wings spread.
B0576.6,A small animal is seen walking on a rock in the video.
B1025.35,A group of birds are seen flying over a rocky cliff.
B0970.32,A dog is seen running through the woods in the video.
B0307.9,A group of camels are walking in a desert.
B0688.33,A lion is seen walking through the grass in the video.
B0179.12,A bird is seen flying over a river in the video.
B0652.39,A squirrel is seen climbing up a tree in the video.
B0645.27,A lion is seen walking through the grass in the video.
B0718.21,A monkey is seen eating leaves from a tree in the video.
B0714.38,A gorilla is seen walking through a forest and then turns around to look at the camera.
B0738.37,A dog is seen walking in the woods and looking at the camera.
B0707.11,A monkey is seen sitting on the ground in the video.
B0061.11,A baboon is seen sitting on a tree branch in the video.
B0199.20,A bird is seen walking on the ground in the video.
B0900.61,A large bear is seen walking through the woods in the video.
B0723.15,A lion is seen walking through the grass in the video.
B0712.32,A monkey is seen climbing up a tree in the video.
B0698.25,A group of elephants are seen walking through a forest.
B0020.3,A group of birds are seen flying over a rocky area.
B1054.16,A white dog is seen running through the woods in the video.
B0770.26,A lion is seen sitting on the ground in the wild.
B0641.48,A baboon is seen sitting on a branch in the woods.
B0813.55,A gorilla is seen walking through the forest in the video.
B0803.21,A deer is seen walking through the woods in the video.
B0309.5,A deer is seen walking through the woods in the video.
B0920.18,A mountain goat is seen walking on a rocky cliff in the video.
B0195.2,A bird is seen flying over a river in the video.
B0655.36,A deer is seen walking through the woods in the video.
B1003.58,A group of birds are seen flying over a rocky area.
B0497.6,A group of elephants are seen walking through a field of dirt.
B0285.8,A group of animals are seen walking in the desert.
B0483.8,A dog is seen walking on a dirt road in the video.
B0711.10,A bear is seen walking through the woods in the video.
B0802.51,A group of deer are seen grazing in a field.
B0144.6,A dog is seen running through the woods in the video.
B0183.5,A dog is seen walking on the ground in the video.
B0923.1,A monkey is seen walking on the ground in the video.
B0400.12,A black bear is seen walking through a forest and climbing up a hill.
B0078.9,A bear is seen walking through the woods in the video.
