video,caption
6_8QkqKN5ME,A group of pigs are seen running around in a dirt field.
iV5Y3f59pls,A dog is seen laying on a couch and then on a blanket.
B9HAZC2gdfk,A group of dogs are seen playing in the dirt with a person standing next to them.
ni12h6QISAs,Two antelopes are seen fighting in a field.
cjgNynhH-ks_1,A pack of hyenas are seen feasting on a dead animal in the wild.
xUzItg3FVgQ_1,A herd of deer are seen grazing in a field.
lPfN1F437to,A dog is seen playing with a cat in a yard.
ThZL6PYorvk,A small brown animal is seen sleeping on a colorful blanket.
h6Um9mtAmLo,A squirrel is seen climbing up a concrete wall in a forest.
S5MrqCu0gg4,A baby otter is seen eating an apple in the video.
cJKO-qxGrI0,A gorilla is seen sitting in a zoo and scratching its head.
zjf6C4D3Alg,A black bird is perched on a tree branch and is looking to the left.
8kr7ESXQqD8_1,A rhino is seen drinking water from a pool.
wOxNazDzRPw_2,A black horse is seen walking through a field of green grass.
tGWAKX1HmIM_1,A group of deer are seen walking in a field.
Xn9PdAykAIY,A manatee is seen swimming in the water and looking at the camera.
2StPRN6Av28,A herd of deer are seen grazing in a field.
pd-RRIfzCPE,A dog is seen eating a piece of food and then looking at the camera.
2symNQOVU8A,A monkey is seen standing on a fence and eating leaves.
YLcKSIXqtkA_2,A black bear is seen walking through a forest and climbing up a tree.
VnwsKF2FQMw,A dog is seen sleeping on a bed and then a person pets the dog.
HHXLmcawIqM_3,A group of animals are seen fighting in a field.
MZvXrBZDuos,A cat is seen sleeping on a couch and then on the floor.
DaxeX0oUAOk,A polar bear is seen swimming in the water.
1rvgdsmu518,The video shows a bird flying over a forest and a field.
g9nnPF4LPrw,The cows are seen grazing in the field and walking around.
bEDygqkS8u8,A squirrel is seen sleeping in a hole in a tree.
PJS6zTgcMes,A small dog is seen running around in a cage.
UWPokPHdNi4,A white rabbit is seen sitting on a table and looking at the camera.
NcALDcS1cz8,A giraffe is seen eating leaves from a tree in the video.
uVItERFJsas,A koala is seen climbing up a tree and then climbing down.
MKCKnSxSJ6M,A black and white guinea pig is seen eating hay in a cage.
HG2kCmxTXPs_4,A man is seen talking to the camera while a deer is seen grazing in the background.
hZJbtgT8az4,A dog is seen laying on the floor in the video.
OY-RA78o0ls,A bat is seen sitting on a concrete floor and then flies away.
O72vKtQzGqc,A leopard is seen walking through the water and catching a fish.
fh12QM2YVJc,A baby llama is seen eating grass in a field.
hdeT0kvdWxw,A tiger is seen running through the woods and then jumping up to catch a smaller animal.
IgU-CkYBKjY,A giraffe is seen eating from a tree in a fenced area.
GNA73QgHrWk_1,A small animal is seen running across a dirt field.
keGtO4yksEM,A person is grooming a cat while a dog is nearby.
btrJr80dvAo,The video shows a cow walking through a field and a stream of water.
ENABdNWPAw4_2,A whale is seen swimming in the water and then a seal is seen swimming in the water.
ZTlKnm1_PAE,A cow is seen walking down a hallway in a video.
Gc3Aje1aBX0_1,A gorilla is seen holding a baby gorilla in its arms.
rHOy6MSqFzI,A dog is seen sleeping on the floor in front of a door.
f627mnWZYmA,A giraffe is seen standing in a zoo enclosure and eating from a feeder.
r30WDgn9Ik8,A monkey is seen sitting on a branch in a tree.
dQw0lP4E72M,A cow is seen grazing in a field while a man walks by.
tQHO35sH81I_1,A small animal is seen walking through the woods and then stops to look at something on the ground.
F2e7jkLnw4k,A herd of camels are seen resting in the desert.
W_J4RtPT7-Q,A cow is seen licking a horse in a barn.
IZ-6KbJgPjg,A white cat is seen sitting on a table and then laying on its back.
b2Tqk9LIp7A,A hippo is seen running through the grass in the video.
LlXOGfzwON0,A monkey is seen in a cage with a toy and a piece of food.
-aMasvnH5pE,A bird is seen flying through the trees in the video.
PNAGwsGdNS8_2,"A lion is seen walking in the mud, and a hippo is seen walking in the water."
uioehwFZbbM,A polar bear is seen walking in the snow and looking at the camera.
cotcOqTV7y0,A raccoon is seen walking on a ledge and then jumping off.
ym7eP-lOKq4,A crocodile is seen swimming in a river and then a leopard is seen walking on the river bank.
04mFO8Je6v0_1,A dog is seen drinking water from a bowl and then running around with other dogs.
J6m4xKRvlWw,A whale is seen swimming in the ocean with its head above the water.
m6TxMOU1abk,A tiger is seen walking through a river and then laying down in the water.
ly5srfLMdSg,A mother seal is seen laying down with her baby seal while other seals are seen laying down in the background.
D2-ekUYvAAo,A gorilla is seen sitting on the ground and eating a banana.
_OZXdzCdJHU,A deer is seen walking through a field of grass and trees.
P2xcm5wkf6c_1,A monkey is seen climbing up a tree in the video.
E3k971Hr4OA_2,A squirrel is seen sitting on a tree branch and eating a nut.
FucWJF2EaYc,A dog is seen running towards a cow in a field.
oROZHrguvPY,A mother hamster is seen nursing her two babies in a cage.
FgBiQwwk1MU,A dog is seen running through the woods in the video.
jFapMfWDe5Y,A hamster is seen running on a wheel in a video.
MsSrun0Ydlo,A fish swims through the water in the video.
GtlR9RIjKEc,A deer is seen walking through tall grass in the woods.
dskuXawi4_0,A cat is seen walking on the grass behind a fence.
wIhnzNEZYc0,A tiger is seen walking through the water and looking at the camera.
o4nQ7Q7NrrM,A hedgehog is seen eating corn on the cob in a blue bowl.
TKPaZ5_7HAQ,A dog is seen sleeping on a bed with a blanket.
JyjEVXofeZc,A bear is seen eating grass in a field.
ylPz9u99cTs,A polar bear is seen walking on the beach and looking at the camera.
4MJu_HT5MeU_1,A white dog is seen drinking water from a bowl.
y7DrgVMQ6xU,A panda is seen eating bamboo in a zoo enclosure.
yJZKeYu7tq0,A monkey is seen walking through the dirt and climbing up a tree.
WZ7VmGk0lJw,"The video shows a group of animals in a field, with one of them eating grass."
7mi7sybKvv4,A kangaroo is seen eating leaves from a tree in the video.
uXxCIQmgpn0,"The video shows a group of animals in a field, with one of them running and jumping."
X7j0dQamwDA,A lion is seen running through the grass and chasing a giraffe.
2pjyhmvmSUY,A group of hyenas are seen eating a dead animal in a video.
N_qdERhWkGs,A pig is seen eating grass in a yard.
xwHA9LOlaHs,A giraffe is seen walking in a zoo and drinking water from a pond.
fhl2_v05Ty4,A mother bear and her cub are seen playing in the grass.
1G49hOVMaUM,A cow is seen laying down in a barn and then getting up and walking away.
VwRcvOC9Y9g_1,A guinea pig is seen sleeping on a blue blanket.
FdC8iDSa2lQ,A dog is seen running through the woods in the video.
kq85vXdFfKA,A group of wildebeests are seen running through a field.
Zan3P6IKSwM,A mother otter and her two babies are seen swimming in the water.
Q5F9ggrlaKw,A squirrel is seen climbing up a tree and then jumping down to the ground.
jjLlbnaDBnE,A monkey is seen climbing up a tree in the video.
OoSHxVsD68U,A tiger is seen standing behind a fence and then walking away.
pzrj0Gye4Ws,A group of seals are seen swimming in the water and on the shore.
Upj6feJKJSE,A baby elephant is seen running in a field while a mother elephant watches.
2OKM8nbnUNw_2,A deer is seen walking through the woods in the video.
H-o4bss9Yo4,A gorilla is seen walking on a rock and then sitting on it.
cVrv7T6twsY,A moose is seen running down a driveway and then running across the street.
LJ7BuLmkwco,A gazelle is seen running and jumping in the desert.
UheRzFJLjgQ,The video shows a chicken pecking at the ground and a cat walking in the grass.
euU1ZgpKOEo,The video shows a group of bears walking across a hill.
K6hPyRr0XTU,A deer is seen walking in the woods and then standing still.
vMadAnnWE_0,A cow is seen grazing in the field in the video.
AWzSr7qxnDM,A deer is seen walking through the woods at night.
McgwterFjl4,An elephant is seen walking in a zoo enclosure with a log and a fence in the background.
DsfaDo4DZDw_2,A dog is seen running through a field and then fighting with a fox.
jlMlOaoWC9U,A small animal is seen eating grass in a field.
Qsbm3HT6zP0,A deer is seen walking through a forest in the video.
EgkLKgARZ3E,A horse is seen grazing in a field of tall grass.
AWiiTh2aaA0,A baby elephant is seen walking with its mother in a zoo.
76k35vqBNv4_4,A baby elephant is seen nursing from its mother in the video.
1iqyM-8A2tE,A rhino is seen eating grass in a field.
DM-quA_HR_I,A dog is seen laying on a bed and moving its legs around.
OHfziplEB78,A moose is seen walking down a road and then running away.
rbqiHZLXw_0,A white dog is seen walking around a garden and looking at a cat.
WOiTn7dSiKQ_2,A mother cheetah and her cub are seen running through a field.
6fdqyvZG-vw,A man is seen shearing a sheep in a field.
P8bLtS6-vOI,A herd of elephants are seen walking across a field in the video.
A5d0R-z_5_o,A baby elephant is seen nursing from its mother in a barn.
h-dVVDtQOV8,A giraffe is seen standing in the grass and looking around.
r6f2sbrahdA,A large elephant is seen walking through a river in the video.
mWxFbOrGEPE,A whale is seen swimming in the ocean and breaching the water.
3Ac2AQrNQwE,A small animal is seen walking through the brush in the video.
gNt_IuuqtEM,A horse is seen grazing on grass in a field.
Sdr2lwVBWZo,A white dog is laying on a bed and sleeping.
2yNANFG5Nk4,The video shows a cat stalking a bird in a field.
Lzw5U6zjULk,A bear is seen walking through a forest and looking at the camera.
JGgCRYDoXlo,A group of monkeys are seen hanging from a tree in the video.
yBgxEo85-hU,A leopard is seen walking on a dirt ground in the video.
uXdsoWzNtY0,A black cat is seen walking on a wooden platform and then sitting on a wooden platform.
aucoUiW0tyE,A beaver is seen eating a stick in a river.
nrbUqTiOT1E,A dog is seen running in a field with a blue light shining on it.
2FmJBuK05pk,A camel is seen eating grass in a courtyard.
8YKikzZVW-8,A white goat is seen standing in a pen with a baby goat.
4f7aa9dJAOQ,A goat is seen walking on a stone path and then running down a hill.
rlg2HKUds0s_2,A group of monkeys are seen playing in the grass.
Msie2U1niDY_1,A dog is seen walking in the snow in the video.
mTjWPZTGbB8_1,A lion is seen walking through a forest and looking at the camera.
TJZgtCNu-gQ_2,A herd of elephants are seen drinking water from a river.
ljQPUjECKQ8,Two gorillas are seen playing in a grassy area.
-Ijipj3ZxW4,A dog is seen drinking water from a hose in a yard.
wWpp_R2w6lU,A bear is seen standing on a log and eating something.
lzvmP4q1c5A_2,A deer is seen walking in the grass and looking around.
9ucYujxJxug,A seal is seen swimming in the water and then walking on the rocks.
6aNQrE356Wg_2,A giraffe is seen walking in a grassy area with a fence in the background.
YjWNZbTSyJQ_2,A cheetah is seen walking through the water and then jumps out of the water.
3NOrVCaPzE8_2,A cat is seen eating from a bowl on a deck.
LLw3AAC24mA,A dog is seen running through a field of grass.
rpmEjZAz0tA_1,A small animal is seen digging in the dirt and then laying down.
Sksls8sncbY,A deer is seen grazing in a forest and then running away.
QcuEtPQruOA,A baby elephant is seen lying down in the grass with its mother.
l9u1C7XFctg,A group of camels are seen walking in a desert with trees in the background.
dZQbnFPGMYc,A small animal is seen walking through the tall grass in the video.
8fF9nIY_MrQ,A dog is seen running through a field of grass.
5ZxoOHGf1Dg,A monkey is seen sitting on the ground and looking at the camera.
C24MoXZDzBc,The video shows a mother goat and her baby standing in a field.
PsPAgZxXBmU_2,A gorilla is seen standing on a rock and then walking away.
5jpvppmMSlQ,A seal is seen swimming in the water and looking at the camera.
761ef0UOOjs,A moose is seen walking through a forest and looking around.
T0f_lt0LFhI,A snake is seen in a stream of water and is seen eating a fish.
t5MfJFNmNpo,A dog is seen drinking water from a fountain in a garden.
ZQ-ZNOx9EGI,A baby monkey is seen climbing up a tree and eating a nut.
p9CbGEo7TdA_1,A pig is seen eating a carrot in a barn.
j6oc416oHII,A giraffe is seen walking in a field and then running.
WfiRzjOPbJQ,A cat is seen walking down a set of stairs in a garden.
iub5oubd7PA,A giraffe is seen eating leaves from a tree in the video.
2TJqe921Wys,A group of birds are seen walking on the beach.
MY9KbYw4ZMg,A cat is seen standing on a cage and looking at something outside the cage.
zAX5rfFSj-8,A horse is seen grazing on grass in a field.
SvE_0VULmFc,A deer is seen walking around a pond and drinking water.
-k-B4s7idPo,A giraffe is seen eating leaves from a tree in a forest.
7KLhUrDddDQ,Two giraffes are seen standing in a field with trees in the background.
8i7rg4M2KSM,A bear is seen walking through the grass and then laying down in the grass.
FLNR2_v3dXY,A dog is seen standing in a yard and looking at the camera.
A_VFRufFk5w_1,The video shows a zebra running through a field and a lion running behind it.
B1qJ8z0lOl0_2,A seal is seen walking on the beach and then swimming in the water.
bLK4FDGVibI,A donkey is seen eating grass in a field.
0Ft_8JuRSQo,A leopard is seen walking through a forest and climbing up a tree.
sDY3xnSrTWE,A bear is seen walking on a rock and then climbing up a mountain.
mr3EAeVbLoI,"A group of sheep graze in a field, with one sheep standing out by eating a piece of food."
6Jm7oQ40py4_1,A black bear is seen walking on a window ledge.
e5GBadCp-4U,A bird is seen perched on a tree branch in the video.
I4WVk_PAgYM,A polar bear is seen swimming in a pool and grabbing a fish.
wNsoyJf033I_1,A bear is seen walking on a tree branch in the video.
NOGCBC0VOnU,A moose is seen laying down in a field and then gets up and walks away.
jwqzeptq6L4,A deer is seen eating grass in a field.
ZwYDg3hUZnU,"The video shows a group of animals in the wild, including a bear and a deer."
