video,caption
HOGEEBQT,A gorilla is seen climbing up a tree in the video.
DMXHVDAL,A bird is seen flying over a body of water and then landing on a log.
POZITRGE,A shark is seen swimming in the water and then jumps out of the water.
IAIYKZIE,A bird is seen perched on a branch and then flies away.
AMZTOPKK,A group of birds are seen standing in a body of water.
WNSJXXGD,A horse is seen standing over a dead animal in a field.
HHSQIVRM,A bird is seen flying through the trees in the video.
EATSXTFT,"Three flamingos are seen standing in a pool of water, with one of them bending down to drink."
ZTURTUFF,A group of birds are seen standing in a field and one of them is seen flying.
AYVALSOB,A dog is seen walking through a field of rocks and grass.
QVSWCBOE,A bird is seen perched on a branch in the video.
IJWOIDMX,A bird is seen standing on a tree branch and then flying away.
NWYCQKRV,A bird is seen perched on a branch and then takes off into the air.
ZDJZICNX,A dog is seen walking through a field of grass and rocks.
GLXAASVW,A fly is seen on a red apple and flies away.
JWZNCLKI,A bird is seen flying in the air with its wings spread.
SGMMJQTX,A black cat is seen walking on a log in the water.
IQLGOGJU,A bee flies over a field of flowers.
PKVWKFJO,A frog is seen sitting on a plant in the video.
WPTSIDAL,A bird is seen standing in the water and looking for food.
RXYIUVEI,A duck is seen swimming in a body of water and shaking its feathers.
JUQTWQFB,A white bird is seen flying over a body of water.
BNKSKVMW,A snake is seen moving across the ground in the video.
XEIAQDFS,A snake is seen moving through the leaves in the video.
UEMZHQDT,A bird is seen flying in the sky in the video.
FZFHFUIV,A bird is seen walking on the ice and then flying away.
AKMWAKDQ,A bird is seen eating a bug in the grass.
KPSANVEI,A bird is seen standing in the water with its beak open.
WIKVXSBA,A bird is seen perched on a branch in the video.
THEBVNPL,A group of lions are seen walking around a water hole.
SDTYJHGW,Two turkeys are seen standing in a field of tall grass.
MKIRCRAC,A squirrel is seen running across a log in the woods.
EDXUUCNX,A dog is seen eating grass in a field.
CWCTVKTR,A snake is seen eating a mouse in the video.
FUHDONPL,Two dolphins are swimming in the ocean and one of them is looking at the camera.
CUEYGHGA,A dog is seen running across a field with a stick in its mouth.
SGCOEPLS,A group of white birds are seen standing in a body of water.
FZKFSEUL,A snake is seen moving through the dirt and leaves.
UYJBDMZL,A butterfly is seen resting on a leaf in the video.
NBPCHQWI,A duck is seen swimming in a pond and looking around.
NKSBVUXR,A crab is seen walking on the sand and then it turns around and walks back.
PSNOBRJS,A dog is seen running in the water and then jumping out of the water.
VOQBHTEK,A monkey is seen climbing up a tree in the video.
HTSVLZIE,A bird is seen flying in the air in the video.
RMWFVYMI,A lizard is seen on a stone wall in the video.
ZHVGOBRS,A bee is seen flying in the air in the video.
ISQXRQTX,A black bird is seen perched on a branch in the video.
IRZPVGQD,A spider is seen crawling on a leaf in the video.
QFZRYWUH,A bird is seen flying through the trees in the video.
UDVBXNPL,A gorilla is seen standing in a forest and eating a banana.
RLQMEIVA,A bird flies over a body of water and a person swimming.
LTZRXVEI,A bird is seen walking on the water and then flying away.
XDFJIZJZ,A bird is seen standing in the grass and looking around.
LIJKXTFT,A group of flamingos are seen standing in a body of water.
BLGTINQN,A bird is seen standing in a field and looking around.
KMBFAXGD,Two deer are seen standing in a field and one of them is looking at the camera.
YUQYIVKA,A bird is seen standing in a field of tall grass.
YIRCQVDY,A bird is seen standing in the grass and looking around.
XVFJUZIE,A bird is seen standing on the ground and looking around.
VYGRANJC,A small brown animal is seen walking through the tall grass in the video.
RFWCVLHH,A frog is seen crawling on a plant in the video.
HUPRKHSA,A bird is perched on a branch and turns its head to the right.
RYPCEMME,The video shows a herd of cows grazing in a field.
JTYDXVEI,A group of ducks are seen swimming in a pond.
ROJJHFAU,A green and black insect flies over a brown surface.
RNHGQUPH,A bird is seen standing on a rock and then flying away.
NJSTIOIM,A snake is seen moving across the ground in the video.
KACVEDAL,A bird is seen standing in the snow while a dog walks by.
NTJFIUDI,A bird is seen standing in a field with its beak open.
PRPAXNPL,A group of baby birds are seen sitting in a nest.
UUJBDPAB,A turtle is seen swimming in the water.
EVOVAXDO,A group of elephants are walking through a forest and one of them is walking alone.
GJXCWSEB,A bird is seen standing in a field and singing.
PRKXFSVW,A grasshopper is seen standing on a rock in the video.
KFBXVTHG,A black bear is seen walking through the forest in the video.
MLTTVJYD,A group of ants are seen walking on the ground in the video.
FPLXRZQJ,A monkey is seen climbing up a tree in the video.
ZXCOKHGA,A group of monkeys are seen playing with a yellow rope in a dirt field.
HNBXJLHH,A frog is seen sitting on a branch in the video.
GDIHOADX,A bird is seen perched on a tree branch in the video.
XIROUFXO,A bird is seen perched on a fence in the video.
FURQGHCU,A bird is perched on a branch and turns its head to the left.
HWRCBBBY,A group of bees are seen walking on a branch.
ASKPDTHG,A cat is seen walking through the woods in the video.
KYLPQPLS,A white swan is seen standing in the grass and then turns to the side.
UBCXKIFB,A frog is seen sitting on a rock in a forest.
WMMFHVEI,A bird is seen standing on the water and then flying away.
FKBWDTUB,A frog is seen swimming in a bowl of water and then jumps out of the bowl.
MDHEOVEI,A bird is seen standing on one leg in a pond.
VFAOJZON,"A snake is shown in a close up shot, and then it opens its mouth."
VJPPVBBY,A bat is seen flying in the air with its wings spread out.
KRNMSOOZ,A spider is seen walking on the ground in the video.
CWROREUL,A group of monkeys are seen playing with a yellow hose in the dirt.
QQOEDOIM,"A snake is seen in the video, and it is shown in a close up shot."
PBRWGGBP,A fish swims in the water with its mouth open.
RJVCNRAC,A monkey is seen climbing up a tree in the video.
PNYRGHVR,A butterfly is seen flying over a forest floor.
LZEYENPL,A bird is seen standing on a branch and looking around.
VCTOEWMK,A fish swims through the water with its mouth open.
JBCFGPTK,A bird is seen perched on a branch in the video.
YDPNHIFB,A frog is seen crawling on a log in the video.
QECBLPTK,A bird is seen perched on a branch in the video.
NOCANFFP,A fish swims through the water with its fins outstretched.
FLUIKJBD,A bird is seen perched on a branch with its wings spread out.
FCMILSBA,A bird is seen walking on a branch and then flying away.
PGSBTMVW,A bird is seen standing on a branch and singing.
UVXXANPL,A group of monkeys are seen standing around a dead animal.
LRSUPONO,A bird is seen perched on a branch and then takes flight.
YKRLEVEI,A bird is seen walking on the ground in the video.
SYTIJVEI,A bird is seen flying over a body of water in the video.
PGCKDAYR,A bird is seen standing in a field of grass and looking around.
INVMJZQJ,A black and white animal is seen climbing a tree in the video.
KACYGBQT,A small bird is seen perched on a tree branch.
UXYVBUXR,A spider is seen walking on the ground and then it turns around and walks back.
GYOTPEUL,A snake is seen crawling through the grass in the video.
DKGDTSBA,A duck is seen standing on a log in the woods.
XXXNLMCW,A small animal is seen walking through the grass in the video.
RCSGAZLK,A bird is seen walking through the grass in the video.
WQCDNOXJ,A lion is seen standing in the water and looking off into the distance.
XKSAHLBD,A bird is seen walking through the reeds in the video.
BNBSXEUL,A bird is seen flying through the trees in the video.
KJPPCVKA,A bird is seen standing in the grass and then flying away.
LQATAWBO,A bird is seen standing in the grass and looking around.
PDJZCPTK,A bird is seen standing on a branch with its wings spread out.
QGCFAPKK,A bird is seen standing on one leg in a body of water.
LLMJJFIO,A bird is seen walking through the grass and then flying away.
KALJKICI,A giraffe is seen walking in the grassy field.
XNCEWACP,A spider is seen crawling on a leaf in the video.
WPLGDSVW,A cockroach is seen walking on a log in the video.
SUJSPRAC,A small animal is seen walking through the leaves in the forest.
EREGUZIE,A bird is seen perched on a branch in the snow.
RTFEOVEI,A bird is seen standing in the water and looking around.
DVCZRMVW,A bird is seen standing on a branch and singing.
AACXOPTK,A bird is seen perched on a branch in the video.
TUPMKJVY,A bird is seen flying over a field of flowers.
NJSHCEWB,A group of ducks are seen walking in a pond.
IHOJDUPH,A fish swims through the water with its mouth open.
XCWHMXEC,"A spider is seen in a close up shot, with its legs spread out."
XIOGPTEK,A gorilla is seen eating a banana in a zoo.
DYNANNQN,A bird is seen standing on a plant in the video.
UIMSLUXS,A snake is seen moving through the grass in the video.
QJTCPPTK,A bird is seen perched on a branch in the video.
YUKGYDAL,"A group of ducks swim in a pond, and one duck swims away from the group."
ROFPYTHG,A gorilla is seen walking through the forest and then turns to the side.
TUBJVCNX,A dog is seen walking in a field and then turns around to look at the camera.
OUIYPXYT,A black bird is seen walking in the snow and shaking its feathers.
CRTUGPTK,A bird is seen perched on a branch in the video.
TBODKLSQ,A bird is seen perched on a branch with berries on it.
IJNLLFUP,A snake is seen moving across the ground in the video.
IGHHIVYK,A small animal is seen walking on the ground in the video.
CPXYOSBA,A bird is seen standing on a log in the water.
KPIHGCPZ,A group of octopuses are seen swimming in the ocean.
WQJXEHGA,Two monkeys are seen playing with a yellow object in a dirt field.
JLRSARAC,A black cat is seen walking through the woods in the video.
YHPOSZIE,A bird is seen walking on the snow and looking around.
YJIKBFXO,A bird is perched on a branch and is looking to the right.
AXBVDKOU,A bird is seen opening its beak and then closing it.
NGIXMDAL,A bird is seen walking on the water and then standing on the shore.
GNKSSUOY,A duck is seen swimming in the water and then turns to the side.
TGAARLHH,A bird is seen standing on a rock with its wings spread out.
RZGYXVJP,A spider is seen crawling on a plant in the video.
CSTXJTKX,A bird is seen eating berries from a tree in the video.
JTGOLPKK,A bird is seen standing in the water with its wings spread out.
ZIMHJBQT,A small green lizard is seen climbing up a tree in the video.
HFUZRNCR,A duck is seen swimming in a pond with a fish swimming nearby.
KYCRSFFP,A dog is seen walking on the beach and looking at the camera.
MWBHNYUQ,A small animal is seen walking on the ground in the video.
SDBKIVEI,A dog is seen standing in the water and looking at a bird.
XSUBUCNX,A dog is seen walking in a field with a rock and a bush in the background.
NHPJMWTR,A snake is seen moving through the grass in the video.
TGNTIMVW,A bird is seen standing on a branch and singing.
XKSIQSOM,A bird is seen flying in the air with its wings spread out.
RHJSFSOM,A bird is seen flying in the air with its wings spread out.
QLBYDZAA,"A group of fish swim in the water, and one of them swims away from the others."
GZZNBFXO,A bird is seen standing in the water and looking around.
DNUQKHXM,A cow is seen grazing in a field of grass.
ZOEKYFYY,A seal is seen walking on the ground in the video.
FEQFZXGD,A kangaroo is seen standing in the grass and looking around.
UVPGYRJS,A bird is seen perched on a branch in the video.
GHMUWXGD,A fox is seen walking through tall grass in the video.
MIPVMPTK,A bird is seen perched on a branch in the woods.
BDTRTUPH,The horses are seen walking in the snow and one of them is looking at the camera.
